comment,date,rating
La app es pésima no permite comprar con tc y me paso q cuando quería comprar con débito me salio algo sucedió y me isiseron el cobro de la entrada y nunca me dieron los códigos revisó y no hay compra registrada en el app pero en mi estado de cuenta si figura q isieron el cobro q mal servicio pésimo no merece ninguna estrella pero pra poder comentar la mala experiencia de su app es q califico q mal,26/06/2023,1
"He preferido Cineplanet antes que Cinemark por la dinámica de su aplicación pero ahora es súper lenta ni puedo entrar a ver las películas de cartelera,no puedo terminar de hacer una compra totalmente un desastre.",28/04/2024,1
"Hola buenas tardes, al momento de comprar las entradas no se puede poner los codigos de 2x1 siempre sale que es incorrecto, al momento de digitar y al momento de scanear. Una solución pronto pf, Gracias.",16/06/2022,1
Desde la última actualización la app se cierra y/o cruza y no es posible efectuar la compra de boletos o combos. Tampoco puedo agregar otro método de pago. Arreglen éso por favor 😐,1/12/2018,2
le falta mucho para mejorar hace poco compre estradas en esta app bieno siempre compro pero aveces no se puede comprar y hace poco intentaba hacer un compra y me salio error y segui intentando y me salio lo mismo pero al final avia comprado el doble de entradas claro con diferente batuca nunca me aviso que que la compra se avia echo efectiva simplemente salia ocurrio un error..,22/07/2019,3
"cada vez que intentó comprar me manda error 505 cuando antes podia podía comprar las entradas sin ningún problema pésima la aplicación debo hacer cola de nuevo y perder mi tiempo, nose quien da mantenimiento a la aplicación o plataforma pero es pésima espero que subsanen los errores.",22/02/2019,1
no funciona sale ERROR INESPERADO.. ya probamos en varios equipos igual... espero solucionen pronto.,7/11/2024,1
La verdad... de un tiempo aquí... la aplicación se pone muy lenta.. tienes que intentar 10 veces para que entre 1 vez y esperar que cargue .... pero aveces se sale... pedimos de verdad hace mucho tiempo están así,25/12/2019,1
"La aplicación se cae seguido. Intento hacer la compra de las entradas y combos luego aparece ""Ocurrió un error inesperado"". Por favor solucionen ese problema.",28/01/2020,3
"No hay nada en esta app, no se puede ver la cartelera, no se puede compra, no hay información de las películas. Nada No se para que sirve esto?",15/11/2024,1
"pesima app, no dan facilidades para comprar um boleto, no se lo recomendaria a nadie, es para renegar todo el dia",11/12/2024,1
"horrible, cuando seleccionas asientos la app te bota y cuando vuelves a entrar ya no puedes seleccionar esos asientos",13/12/2024,2
"Eh instalado esta app como 20 veces y sigue apareciendo ""error vuelva a reiniciar"", por qué no dan una solución pronta a este inconveniente, es más, lanzan promociones cuando ni se puede adquirir las entradas vía web.",17/12/2022,1
Esperemos que su aplicación siga siendo igual de eficiente y eficaz como en numerosas ocasiones,9/11/2024,5
"todo chévere el único problema esque hay alguna películas que son aptas para niños de 12,13,etc pero que no permiten ingresar y no me parece",5/11/2024,1
"Un asco, siempre sale mensaje de ""algo sucedió"" y sus canales de atención al cliente no funcionan...",17/11/2024,1
Pésima hace meses que no puedo comprar por la aplicación al momento de escoger las butacas no aparece la imagen de las 💺 💺 💺 💺,26/09/2024,1
"No me deja terminar la compra, me dice que habido algún problema, no me deja registrarme con mi cuenta de socio. La aplicación solo da problemas, mejor voy a boletería y compro, te tratan súper mal pero por lo menos puedes comprar tu entrada tranquilamente. Por favor dev android arreglar tu app, saludos.",11/06/2022,1
"Facilita mucho el poder asistir al cine....me encantaría que sacaran más estrenos de BTS, o proyecten sus conciertos",22/09/2024,5
aveces se lagea o bugea ; deberían tener mayor acceso las películas y menos restricciones con 2*1 Entel y deberían habilitar más películas horarios y salas en algunos cines como Cineplanet canto grande,9/11/2024,4
muy exigentes para canjear el código de promoción necesitan crearse una cuenta de su servicio,6/10/2024,3
"es una porqueria esta app, cada vez que seleccionas una pelicula se reinicia la app y si por milagro entras a la pelicula que deseas no te permite seleccionar asientos ni comprar en linea.",30/04/2019,1
"El aplicativo muchas veces se congela, a veces no carga los pagos.",8/10/2024,3
Aplicacion rapida y funcional para comprar entradas.,7/12/2024,5
"Se deja manejar muy bien la app, si es sencillo de usar entonces para que cambiar",2/10/2024,5
Qué sentido tiene tener una tarjeta de socio Cine Planet Black si para comprar una entrada online te recargan 3 soles.,26/10/2024,1
Siempre me ayuda a comprar y así asegurar mis butacas! Gracias Cineplanet!,9/12/2024,5
"Es lo mejor comprar por aplicación, el problema es si comoras fin de semana, imposible comprar, siempre sale error, deberian de mejorar el sistema para los fines de semana que hay más gente q va al cine, gracias!",12/07/2023,5
"deberían dar más tiempo, sobre todo cuandonhaybque canjear los codigos",25/01/2025,5
"No we merecen ninguna estrella desde su última supuesta actualización, no aceptas pagos, sale ""Algo sucedio"", y no solo es su app sino tbm su página web, con q personal trabajan o es q esta empresa no se fija en la parte tecnológica ya q con esta pandemia esto debería estar principalmente en funcionamiento, q decepción CINEPLANET, llevo años contigo y solo sirves para llenarte tus bolsillos sin brindar un buen servicio.",4/01/2022,1
"No me deja de salir q ha ocurrido un error inesperado, alguien me podría ayudar con pautas para reestablecer el aplicativo en el celular por favor, he desinstalado he instalado Miles de veces, ya no se que más hacer 😔",19/12/2022,2
La app tiene 2 problemas importantes: Se suele cerrar y que la mitad de las peliculas no tienen la portada (afiche) y eso dificulta elegir una película.,2/05/2019,2
"Estoy tratando de elegir butacas y me aparece que ya están siendo reservadas??? Cuando están en blancos aun, arreglen eso porfavor",25/10/2024,1
"Funciona sólo por un pequeño tiempo luego se queda cargando y ya no puedes entrar. Malísimo!! Actualizado al 19/07/19: Porqueria de aplicación intentas comprar y figura error, luego vuelves a intentar comprar y tus butacas se quedan pegadas... un asco",20/07/2019,1
muy fácil para realizar los pagos y compra de entradas.,22/11/2024,5
"No puedo comprar las entradas por el app ni via web, me sale que hay un error. Y también que es una tarjeta inválida cuando antes lo hacía sin ningún problema. Por favor solucionen este inconveniente.",14/09/2019,1
Buena aplicación si funcionará correctamente. se cierra de pronto y las fotos de las películas a veces no aparecen. Salvo esos detalles todo lo demás está bien.,3/05/2019,3
"Hay días que esta bien, pero también hay días que esta saturada, super lenta y no carga y da rabia ya que el App está hecha para evitar colas seria genial que solucionen el problema que es el único que malogra el día.",18/11/2019,1
"Terrible, cada ves que quiero comprar en la parte de butacas me sale que elija otras butacas que es posible que esten seleccionadas, lo intente como 10 veces y en diferentes lugares y me sale lo mismo, en otras palabras nos sirve su aplicativo",11/03/2023,1
"Se come dinero de la tarjeta y no efectúa la compra, solo sale un mensaje de error. Para ser parte del grupo intercorp dejan bastante que desear. Y eso que me animé a usarla años después para ver si ya habían terminado de pulirla, pero sigue sirviendo solo para ver la cartelera. No le pongo 0 estrellas porque Google no lo permite.",23/07/2019,1
"Si fuese posible no pondría ni una estrella, pésimo. Estoy intentando ingresar y lo único que me dice es que me enviaran un mensaje de activación a mi correo, espero y espero pero no pasa nada. Cuando van arreglar este inconveniente. 😡😡",30/08/2021,1
"Me gusta la interfaz, recien la descargue ayer y tiene problemas en las que se cierra por si sola la aplicación, y por favor actualizen bien los datos porque yo soy cliente PLATA y me deberia mostrar que en el 2020 pasaria a cliente ORO , pero sin embargo ambos me salen (cliente Plata). gracias",3/04/2019,3
"no puedo creer que les valga gorro lo que piensen sus usuarios. en Wilson por 20 lucas te arreglan tu aplicación, despidan a esos desarrolladores q tienen que hace MESES no pueden solucionar sus problemas. su versión anterior era MUCHO MUCHO mejor. No instalen esta app, si van a comprar usen la web, xq no permite añadir tarjetas de crédito/débito.",22/12/2018,1
"Pésima app estoy desde ayer en la mañana intentando comprar y me sale error inesperado, y todavía ponen ofertas exclusivas para la app pero no pueden aprovecharse porque el sistema te. Bota, un desastre.",13/12/2019,1
"Algo pasa con la app que todo el tiempo sale cargando y luego aparece la cancha volteada diciendo "" ¡Ups! Algo sucedió "" . Por favor corrijan ese error y cambio mi puntuación. Saludos.",27/12/2019,1
"Está fallando desde hace un tiempo atrás la compra de tickets, cuando pasas al pago se reinicia la aplicación y no tiene que ver con el equipo, la app se ha desinstalado y vuelto a instalar y falla en el mismo lugar",12/01/2020,1
"Me pasa que , ya en varias oportunidades quiero comprar entradas por la App y me sale error , nunca me ah pasado. Vuelvo a intentar y sigue saliendo que estoy logueado ,no entiendo soy cliente de siempre de cineplanet y ahora en varias oportunidades me aparece este mensaje. A que se debe???",5/04/2023,3
súper bueno me gusta su actualización de ahora es muy agradable,28/01/2025,5
la aplicasion no me deja ver los horarios x ejemplo de la pelicula capitana marvel. se tarde mucho y le congela al cel. deberian arreglar eso. ya que puede pasar con las demas peliculas,17/03/2019,1
"Con las actualizaciones ha mejorado mucho la app. A veces es lenta pero sólo cuando se trata de una función saturada, después todo bien!!",3/09/2019,4
"Si en la compra sale error(por error en los datos del medio de pago), en un nuevo proceso de compra, no puedes seleccionar los mismos asientos, se bloquean. Ya pasó 10 minutos y sigue bloqueado.",18/05/2023,4
"Al principio funcionaba muy bien, pero pasado un tiempo cuando intentas ingresar a la app simplemente se cierra solo y aparece un mensaje de error. Pésimo.",5/03/2020,1
"Mal la app, se cae constntemente, al seleccionar una película se cierra automaticamente, no se que le pasó pues hace unos meses todo iba nuy bien, en fin, no recomendable, la desinstalé.",30/04/2019,1
"Pésima aplicación, siempre sale que estás logueado. Así actualices la app, así hagas todos los pasos correctos. Y tampoco es por el dispositivo que tengas, porque lo intenté desde otro equipo. Cada actualización que le hacen es peor.",25/04/2023,1
La actualizacion es terrible. No permite cargar la app. Antes no tenia problemas. Me cambiare de cine. Ya que me gusta compra online evitando las colas.,8/12/2019,1
"Si mejorarán la interfaz para poder buscar mejor las películas y también la forma de pagar sin necesidad de abrir la página web, estarían mejorando muchísimo.",4/09/2023,3
"En serio Cineplanet, no es tan difícil contratar una empresa buena que desarrolle una aplicación funcional. Su aplicación no carga bien ni el usuario, ni su historial y menos permite hacer compras. Para colmo la atención personal es un asco y nadie da razón de nada.",2/02/2020,1
